xs,groups,filter_type,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success
xs0,groups3,single,[2350],810,"{'thickness': 3.287883138327332, 'norm': 2.696257601951871, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 2.1872186138061807, 'bg1': -0.6534499344415963, 'bg2': -1.7577921038027853}","{'thickness': 3.500426751757763, 'norm': 2.2188587717991517, 'temp': 300.0, 'p1': -4.337951029591073, 'cellulose': np.float64(0.012894818589387043), 'α': np.float64(0.9871051814106129), 'ext_l2': 0.0, 'ext_Gg2': 906.193869475137, 'ext_L2': 90621.98314466585, 'α0': 5.816057756732421, 'β0': 4.860718594263839, 'bg0': 1.9590653659543023, 'bg1': -0.5995479775592685, 'bg2': -1.500971233821474}","{'thickness': 5.8309753833621726e-06, 'norm': 0.6417611764151933, 'temp': 0, 'p1': 1.6678146859271403, 'cellulose': 0.02122884971918036, 'α': 0.021228848891152362, 'ext_l2': 0, 'ext_Gg2': 1649273306.9139767, 'ext_L2': 164705014206.27783, 'α0': 3.0405182477558363, 'β0': 1.258698185387284, 'bg0': 0.14397553221621076, 'bg1': 0.045954541459695984, 'bg2': 0.11311556392399832}",20273.07225563787,True
xs0,groups3,single,[2320],920,"{'thickness': 2.6287279332061324, 'norm': 1.6153135223329302, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00019011215772479773, 'bg1': -0.00014089304022490978, 'bg2': -0.00021197926253080368}","{'thickness': 2.0323411197003094, 'norm': 1.6149837941460974, 'temp': 300.0, 'p1': -2.236314269402401, 'cellulose': np.float64(0.09653652321639827), 'α': np.float64(0.9034634767836017), 'ext_l2': 0.0, 'ext_Gg2': 0.0011495561513807928, 'ext_L2': 558167.4783925252, 'α0': 1.863237823357384, 'β0': 4.175175130006387, 'bg0': -0.00019011215772479773, 'bg1': -0.00014089304022490978, 'bg2': -0.00021197949536144733}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",37095.207536599606,True
xs0,groups3,single,[2370],790,"{'thickness': 2.9750918677927474, 'norm': 2.1666619134324163, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.3425615718588233, 'bg1': -0.41249967459589243, 'bg2': -1.0330715109594166}","{'thickness': 3.159936979971076, 'norm': 2.1738106369491024, 'temp': 300.0, 'p1': -3.7009148029849293, 'cellulose': np.float64(0.024105491839290734), 'α': np.float64(0.9758945081607092), 'ext_l2': 0.0, 'ext_Gg2': 864.1772440454598, 'ext_L2': 86837.79294220556, 'α0': 5.271186063905716, 'β0': 3.3056817865725017, 'bg0': 1.3398336720420048, 'bg1': -0.40913685341365635, 'bg2': -1.020109897479415}","{'thickness': 0.1718203366129663, 'norm': 0.04436160757593218, 'temp': 0, 'p1': 0.43879845081782837, 'cellulose': 0.01032247775606393, 'α': 0.010322478211555224, 'ext_l2': 0, 'ext_Gg2': 163763.5622263119, 'ext_L2': 141.7632147135546, 'α0': 2.3732782598236852, 'β0': 0.6581267051261528, 'bg0': 0.024597693134509817, 'bg1': 0.01540719276123075, 'bg2': 0.000135568521751202}",14648.511514235734,True
xs0,groups3,single,[2390],480,"{'thickness': 4.112550747606111, 'norm': 4.0022004376420615, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -5.642364181228913, 'bg1': 1.4738050595624372, 'bg2': 5.466490907012485}","{'thickness': 4.569361913800786, 'norm': 1.627935540858792, 'temp': 300.0, 'p1': -3.8118003075786753, 'cellulose': np.float64(0.02163013488904182), 'α': np.float64(0.9783698651109581), 'ext_l2': 0.0, 'ext_Gg2': 3318.6110433648596, 'ext_L2': 331673.240626671, 'α0': 25.925481631306507, 'β0': 3.7950190161246535, 'bg0': -5.676796456915326, 'bg1': 1.473762785550207, 'bg2': 5.391833279165439}","{'thickness': 20.66852661626989, 'norm': 8.07388900338492, 'temp': 0, 'p1': 27.685741382075943, 'cellulose': 0.585893193431791, 'α': 0.585893168911018, 'ext_l2': 0, 'ext_Gg2': 1390072880960.6333, 'ext_L2': 139362885508330.6, 'α0': 28.346100942098378, 'β0': 11.320079652497467, 'bg0': 3.7683346347399866, 'bg1': 1.2214312734705146, 'bg2': 2.9365009845952272}",392566.78784284444,True
xs0,groups3,single,[2360],600,"{'thickness': 2.801146585257925, 'norm': 1.8218257561968587, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -1.462919793324545, 'bg1': 0.364203637233004, 'bg2': 1.4879807019606233}","{'thickness': 4.495364133694924, 'norm': 6.281628744808347, 'temp': 300.0, 'p1': -6.871891256017987, 'cellulose': np.float64(0.0010354416439984613), 'α': np.float64(0.9989645583560014), 'ext_l2': 0.0, 'ext_Gg2': 2884.578202831514, 'ext_L2': 100017.16234705377, 'α0': 71.58751122267951, 'β0': 0.18805793275599356, 'bg0': -1.7574568517738953, 'bg1': 0.38487182557582855, 'bg2': 1.673270761501044}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",274441.3630679551,True
xs0,groups3,single,[2350],640,"{'thickness': 2.8433679662883025, 'norm': 1.9168336528211052, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.44211862329393625, 'bg1': 0.0900822487892583, 'bg2': 0.544391211704351}","{'thickness': 1.8953416710986806, 'norm': 0.7251132205669818, 'temp': 300.0, 'p1': -8.053993936725462, 'cellulose': np.float64(0.00031772900748327593), 'α': np.float64(0.9996822709925167), 'ext_l2': 0.0, 'ext_Gg2': 76.26408874155555, 'ext_L2': 740175.3480872525, 'α0': 24.43754564648448, 'β0': 4.8481036523208525, 'bg0': 0.37557762570213526, 'bg1': -0.12714358884841204, 'bg2': -0.2596232742071152}","{'thickness': 0.10982846794006483, 'norm': 0.15607682466164405, 'temp': 0, 'p1': 72.7753205837306, 'cellulose': 0.02311548360561326, 'α': 0.023115425651361113, 'ext_l2': 0, 'ext_Gg2': 3665.566501161314, 'ext_L2': 35504810.52421891, 'α0': 32.57344289301759, 'β0': 0.7906018626157921, 'bg0': 0.1911290505968399, 'bg1': 0.059769946441257236, 'bg2': 0.15228542442837312}",8050.081713498988,True
xs0,groups3,single,[2400],690,"{'thickness': 2.3869842695322965, 'norm': 1.4107742930447722, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -8.07254109531641e-05, 'bg1': -6.734451744705439e-05, 'bg2': -6.21031504124403e-05}","{'thickness': 1.9589136101522002, 'norm': 1.0593284941570287, 'temp': 300.0, 'p1': -3.2625838876697824, 'cellulose': np.float64(0.03687732645141778), 'α': np.float64(0.9631226735485823), 'ext_l2': 0.0, 'ext_Gg2': 5002.373238245263, 'ext_L2': 6684.456750674084, 'α0': 2.889394232088476, 'β0': 2.603244223605836, 'bg0': -8.07254109531641e-05, 'bg1': -6.734451744705439e-05, 'bg2': -6.21031504124403e-05}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",13403.123750211935,True
xs0,groups3,single,[2390],700,"{'thickness': 2.3436043507472015, 'norm': 1.3669626501724106, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00038106495048850775, 'bg1': -0.00041940505616366863, 'bg2': 8.182786405086517e-05}","{'thickness': 2.053541150857507, 'norm': 1.2570805474186264, 'temp': 300.0, 'p1': -2.917950239530734, 'cellulose': np.float64(0.05127331855284557), 'α': np.float64(0.9487266814471543), 'ext_l2': 0.0, 'ext_Gg2': 1615.00505761897, 'ext_L2': 29233.34745798678, 'α0': 3.768652647320135, 'β0': 2.9273798953517223, 'bg0': -0.00038106495048850775, 'bg1': -0.00041940505616366863, 'bg2': 8.182786405086517e-05}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",10935.102074718114,True
xs0,groups3,single,[2400],110,"{'thickness': 2.8938766217020344, 'norm': 1.9921644084724113, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.8861201894469559, 'bg1': -0.282422824180685, 'bg2': -0.6409417783142999}","{'thickness': 2.787833837654296, 'norm': 1.4722435405657883, 'temp': 300.0, 'p1': -4.128625539127842, 'cellulose': np.float64(0.01584973926866675), 'α': np.float64(0.9841502607313333), 'ext_l2': 0.0, 'ext_Gg2': 804.7156948470557, 'ext_L2': 75211.48636307268, 'α0': 5.205377872401209, 'β0': 4.2025651459133195, 'bg0': 0.869711245293729, 'bg1': -0.27009367384016514, 'bg2': -0.6375685285311192}","{'thickness': 0.23709926880390575, 'norm': 0.4805584033831597, 'temp': 0, 'p1': 1.0956889046341989, 'cellulose': 0.017091130810652753, 'α': 0.017091131583034356, 'ext_l2': 0, 'ext_Gg2': 295133496.8889, 'ext_L2': 27603453231.37049, 'α0': 0.002870634774052682, 'β0': 0.4570375619019098, 'bg0': 0.10419337196608427, 'bg1': 0.030306298951625545, 'bg2': 0.08404043133251908}",540.6346168099691,True
xs0,groups3,single,[2400],350,"{'thickness': 2.8314525777547765, 'norm': 1.7734244077304655, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.23956078884657472, 'bg1': 0.028070482658222318, 'bg2': 0.38527772238012403}","{'thickness': 2.2927513902389296, 'norm': 1.3605475071045845, 'temp': 300.0, 'p1': -3.138040288020097, 'cellulose': np.float64(0.0415651191492931), 'α': np.float64(0.9584348808507068), 'ext_l2': 0.0, 'ext_Gg2': 989.1208606171853, 'ext_L2': 99056.46644079403, 'α0': 20.345815754331475, 'β0': 12.860158498630236, 'bg0': -0.25618616747669876, 'bg1': 0.040060877916403115, 'bg2': 0.2969374068779871}","{'thickness': 0.2804721024287786, 'norm': 0.6348255857724567, 'temp': 0, 'p1': 0.8251727728247995, 'cellulose': 0.03287278739201963, 'α': 0.03287278573895332, 'ext_l2': 0, 'ext_Gg2': 1024683981.694072, 'ext_L2': 102642353904.77338, 'α0': 32.76046879848724, 'β0': 8.523431689389835, 'bg0': 7.7007290070449175, 'bg1': 2.616903708055953, 'bg2': 5.662550144087191}",32883.737243044234,True
xs0,groups3,single,[2370],420,"{'thickness': 2.3796141630671883, 'norm': 1.3985257595587013, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0003127222880721092, 'bg1': -0.00034371158108115196, 'bg2': 5.106953904032707e-05}","{'thickness': 1.5180643787174208, 'norm': 0.4695282754837127, 'temp': 300.0, 'p1': -3.1554563308952606, 'cellulose': np.float64(0.0408768210906235), 'α': np.float64(0.9591231789093765), 'ext_l2': 0.0, 'ext_Gg2': 360.4336962673771, 'ext_L2': 84898.82719737534, 'α0': 0.8454087507957373, 'β0': 127.99921434348839, 'bg0': -0.00031272287014871836, 'bg1': -0.00034371158108115196, 'bg2': 5.106953904032707e-05}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",150130.72951784334,True
xs0,groups3,single,[2300],500,"{'thickness': 2.8990941517565396, 'norm': 2.026977332183593, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.2350054840790108, 'bg1': -0.3851716184290126, 'bg2': -0.927302728057839}","{'thickness': 3.9263534662334747, 'norm': 1.7792924564361574, 'temp': 300.0, 'p1': -9.61556477201636, 'cellulose': np.float64(6.66782695146037e-05), 'α': np.float64(0.9999333217304854), 'ext_l2': 0.0, 'ext_Gg2': 623.7088233906801, 'ext_L2': 58575.54166092427, 'α0': 4.7634210754306805, 'β0': 14.763597904162408, 'bg0': 1.23602243734058, 'bg1': -0.3749475554795936, 'bg2': -0.9001612085849047}","{'thickness': 1.984999354939925, 'norm': 5.028517066920392, 'temp': 0, 'p1': 1598.1437440442628, 'cellulose': 0.10655435373412771, 'α': 0.106555154361053, 'ext_l2': 0, 'ext_Gg2': 0.08947545831875975, 'ext_L2': 350728.3553955429, 'α0': 5.633526555263654, 'β0': 17.647533870761965, 'bg0': 0.42784646961622347, 'bg1': 0.1273112948282872, 'bg2': 0.3463194327673754}",41461.16107722853,True
xs0,groups3,single,[2290],550,"{'thickness': 3.25106965811391, 'norm': 2.693862897966379, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0005139117129147053, 'bg1': 0.0010062532965093851, 'bg2': -0.004075735691003501}","{'thickness': 4.040508335518188, 'norm': 9.997887998575441, 'temp': 300.0, 'p1': -3.6177014226254283, 'cellulose': np.float64(0.02614253115992346), 'α': np.float64(0.9738574688400766), 'ext_l2': 0.0, 'ext_Gg2': 818.6541158610534, 'ext_L2': 52589.9668452009, 'α0': 0.2245842682139138, 'β0': 0.20223295281509485, 'bg0': -0.0005139117129147053, 'bg1': 0.0010062532965093851, 'bg2': -0.00407574069686234}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",145636.12349375978,True
xs0,groups3,single,[2400],370,"{'thickness': 2.4906558907114764, 'norm': 1.4448002713398986, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 2.5330809876322746e-06, 'bg1': -0.00039230892434716225, 'bg2': 0.0018606369849294424}","{'thickness': 2.1764709414979677, 'norm': 1.293061134839094, 'temp': 300.0, 'p1': -3.3037495749627315, 'cellulose': np.float64(0.03544278056751998), 'α': np.float64(0.9645572194324801), 'ext_l2': 0.0, 'ext_Gg2': 426.38707208095093, 'ext_L2': 43153.51156666386, 'α0': 2.633203770733963, 'β0': 3.6261788107537356, 'bg0': 2.5330809876322746e-06, 'bg1': -0.0014097666135057807, 'bg2': 0.0013756804401054978}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",37088.92504413615,True
xs0,groups3,single,[2370],940,"{'thickness': 3.0532569591073844, 'norm': 2.2703095580440995, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 4.457922137225978, 'bg1': -1.244117126450874, 'bg2': -3.9421966790687293}","{'thickness': 1.9421603583971248, 'norm': 1.0065397754162997, 'temp': 300.0, 'p1': -3.5843123153387335, 'cellulose': np.float64(0.02700617176574972), 'α': np.float64(0.9729938282342503), 'ext_l2': 0.0, 'ext_Gg2': 377.7290156847718, 'ext_L2': 36694.22409468886, 'α0': 3.3525591104569945, 'β0': 3.5791941346895078, 'bg0': 4.084825367783196, 'bg1': -1.1235185631085187, 'bg2': -3.710681344848126}","{'thickness': 0.08512128269472863, 'norm': 0.15182401737157203, 'temp': 0, 'p1': 0.4895648474720859, 'cellulose': 0.01286421643413662, 'α': 0.012864216306931521, 'ext_l2': 0, 'ext_Gg2': 1486537114.5868824, 'ext_L2': 144479947024.4379, 'α0': 0.5518301075375064, 'β0': 0.545419138219658, 'bg0': 0.0400477678803474, 'bg1': 0.03318208112945888, 'bg2': 0.10974195217446146}",16365.666118077532,True
xs0,groups3,single,[2370],990,"{'thickness': 2.6566247438427517, 'norm': 1.546912561824928, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -1.0092841984005645, 'bg1': 0.31297376577276736, 'bg2': 0.8016655634855852}","{'thickness': 1.9754032633468044, 'norm': 1.6192903895973816, 'temp': 300.0, 'p1': -1.9413316904246685, 'cellulose': np.float64(0.1255016292948178), 'α': np.float64(0.8744983707051822), 'ext_l2': 0.0, 'ext_Gg2': 199.65368479168853, 'ext_L2': 20004.793576834214, 'α0': 3.555590499570874, 'β0': 6.205378041149429, 'bg0': -1.3963343288050964, 'bg1': 0.42833802034147084, 'bg2': 1.123335570562631}","{'thickness': 0.18833733394273863, 'norm': 0.5307792750393271, 'temp': 0, 'p1': 0.22601711965193794, 'cellulose': 0.02480559833244244, 'α': 0.024805598007158237, 'ext_l2': 0, 'ext_Gg2': 641640385.3410165, 'ext_L2': 64267361947.15129, 'α0': 1.4783628604794874, 'β0': 3.2296474262048624, 'bg0': 0.0026414134492182347, 'bg1': 0.00733059913026173, 'bg2': 0.019227602101677475}",78002.99327867375,True
xs0,groups3,single,[2390],670,"{'thickness': 2.589659766954319, 'norm': 1.5340406497248276, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.028493520338088274, 'bg1': -0.010858170338906348, 'bg2': 0.11050898372195661}","{'thickness': 1.9128270754914645, 'norm': 0.8247898537134901, 'temp': 300.0, 'p1': -4.764528318258744, 'cellulose': np.float64(0.008454815833812163), 'α': np.float64(0.9915451841661879), 'ext_l2': 0.0, 'ext_Gg2': 408.79137335142815, 'ext_L2': 40906.42703688624, 'α0': 4.1616896538336, 'β0': 3.3367337596754227, 'bg0': 0.004097866476513445, 'bg1': 0.0066123828291893005, 'bg2': -0.01954115612898022}","{'thickness': 0.3474504901158201, 'norm': 0.5490031460370067, 'temp': 0, 'p1': 7.648261086804288, 'cellulose': 0.0641179110615972, 'α': 0.06411791704162102, 'ext_l2': 0, 'ext_Gg2': 8380797374.454274, 'ext_L2': 837133494662.9542, 'α0': 2.1829378994846484, 'β0': 0.9573346673602604, 'bg0': 0.33035821305097296, 'bg1': 0.095501927588425, 'bg2': 0.27959295390423655}",47170.187636394745,True
xs0,groups3,single,[2360],890,"{'thickness': 3.152795455454538, 'norm': 2.2664253157637484, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -4.264913217979483, 'bg1': 1.0845093650277704, 'bg2': 4.217306018574163}","{'thickness': 3.443286409458646, 'norm': 2.8696996296439177, 'temp': 300.0, 'p1': -1.957020697827165, 'cellulose': np.float64(0.12378983826239437), 'α': np.float64(0.8762101617376057), 'ext_l2': 0.0, 'ext_Gg2': 5859.252499517056, 'ext_L2': 593149.792885278, 'α0': 54.93095743214911, 'β0': 4.229180519816125, 'bg0': -4.334927475894801, 'bg1': 1.0813312829704955, 'bg2': 3.9942486740183085}","{'thickness': 0.5338759052232694, 'norm': 2.453118516232414, 'temp': 0, 'p1': 0.800669957125887, 'cellulose': 0.08684539926772103, 'α': 0.08684539621948753, 'ext_l2': 0, 'ext_Gg2': 4001.895912417592, 'ext_L2': 0.2935672413693109, 'α0': 10018.050187092094, 'β0': 8.714756885202455, 'bg0': 558.9240618537892, 'bg1': 196.13772180796164, 'bg2': 398.1825156601801}",73097.82793345548,True
xs0,groups3,single,[2330],970,"{'thickness': 2.41444442339851, 'norm': 1.4194382075849532, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.01313972647767514, 'bg1': -0.10012230731081218, 'bg2': 0.34617988765239716}","{'thickness': 1.876116973008596, 'norm': 0.7826757922104552, 'temp': 300.0, 'p1': -11.39188048865989, 'cellulose': np.float64(1.1286629359491958e-05), 'α': np.float64(0.9999887133706404), 'ext_l2': 0.0, 'ext_Gg2': 26.72386981418584, 'ext_L2': 876404.0803527051, 'α0': 3.7105752758821486, 'β0': 2.290648693255829, 'bg0': 0.45610221405513585, 'bg1': -0.1590052549727261, 'bg2': -0.31881863332819194}","{'thickness': 0.2937121028415556, 'norm': 0.30406436598612785, 'temp': 0, 'p1': 2751.348712227963, 'cellulose': 0.03105310273661615, 'α': 0.03105314801397228, 'ext_l2': 0, 'ext_Gg2': 38300.511641435696, 'ext_L2': 1256625715.2155802, 'α0': 0.7572592524517522, 'β0': 0.3172970484616863, 'bg0': 2.923741189732283e-07, 'bg1': 0.00624984799042232, 'bg2': 0.01580190125867505}",14908.916188189121,True
xs0,groups3,single,[2310],470,"{'thickness': 2.9087390959972326, 'norm': 2.0050035462938487, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 4.159639376099221, 'bg1': -1.1509236510610208, 'bg2': -3.7116019532550126}","{'thickness': 1.4447955135597197, 'norm': 0.48104276682855895, 'temp': 300.0, 'p1': -6.464884708729528, 'cellulose': np.float64(0.0015547497661764272), 'α': np.float64(0.9984452502338235), 'ext_l2': 0.0, 'ext_Gg2': 87.06447967244402, 'ext_L2': 43244.55024625257, 'α0': 3.876182166500164, 'β0': 10.230012709662534, 'bg0': 4.139576273155399, 'bg1': -1.2361507271416485, 'bg2': -3.454016529256478}","{'thickness': 0.12958400825246433, 'norm': 0.11519469739981562, 'temp': 0, 'p1': 20.64389845742564, 'cellulose': 0.0320461948120376, 'α': 0.032046212864735274, 'ext_l2': 0, 'ext_Gg2': 59560440.47928802, 'ext_L2': 29451735702.563812, 'α0': 1.45234726376544, 'β0': 7.025777187508581, 'bg0': 0.07939077936097158, 'bg1': 0.029918725253216642, 'bg2': 0.08227369425457715}",27935.43311769777,True
xs0,groups3,single,[2390],950,"{'thickness': 2.696490292146627, 'norm': 1.7603657390739524, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.41834202862810344, 'bg1': -0.1499044526135549, 'bg2': -0.24003933335188776}","{'thickness': 2.515737964522601, 'norm': 1.2901690109030408, 'temp': 300.0, 'p1': -4.681036038351323, 'cellulose': np.float64(0.009184272703566677), 'α': np.float64(0.9908157272964332), 'ext_l2': 0.0, 'ext_Gg2': 731.6640805020802, 'ext_L2': 76309.71592142561, 'α0': 3.545119867265915, 'β0': 2.60713050453563, 'bg0': 0.394114256137982, 'bg1': -0.12796926486771554, 'bg2': -0.26355324732139707}","{'thickness': 0.4329715581518505, 'norm': 0.7981402505436463, 'temp': 0, 'p1': 4.306637859458106, 'cellulose': 0.03919006774590022, 'α': 0.039190072083620436, 'ext_l2': 0, 'ext_Gg2': 0.12538366131003353, 'ext_L2': 254194.55982189646, 'α0': 1.0036942059028866, 'β0': 0.4214486103748239, 'bg0': 0.2294117339873822, 'bg1': 0.06649878308353764, 'bg2': 0.1856447415209777}",17983.883177999698,True
xs0,groups3,single,[2400],740,"{'thickness': 2.4799032351184174, 'norm': 1.520460384086775, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0001212914939969778, 'bg1': -9.906571358442307e-05, 'bg2': -9.827443864196539e-05}","{'thickness': 2.1040306579122774, 'norm': 1.3794380445036507, 'temp': 300.0, 'p1': -2.841881463090914, 'cellulose': np.float64(0.05510249509177745), 'α': np.float64(0.9448975049082226), 'ext_l2': 0.0, 'ext_Gg2': 151.09821481666953, 'ext_L2': 211418.5914735598, 'α0': 2.628896546512185, 'β0': 2.559742314607241, 'bg0': -0.0001212914939969778, 'bg1': -9.906571358442307e-05, 'bg2': -9.827443864196539e-05}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",19129.301515772353,True
