xs,groups,filter_type,error,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success
xs0,groups3,simple,,"[0, 64, 128, 192, 256]",210.0,"{'thickness': 2.471709162066217, 'norm': 0.7092458987236102, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00021370581816881895, 'bg1': 0.00014988170005381107, 'bg2': -0.0006047456990927458}","{'thickness': 2.4172415902800664, 'norm': 2.083109620498201, 'temp': 300.0, 'p1': -2.322743011288752, 'cellulose': np.float64(0.0892568284486337), 'α': np.float64(0.9107431715513662), 'ext_l2': 0.0, 'ext_Gg2': 0.003462792885211563, 'ext_L2': 0.044386114006478294, 'α0': 0.6746568250263824, 'β0': 2.125167901312252, 'bg0': -0.00021370581816881895, 'bg1': 0.00014988170005381107, 'bg2': -0.0006047456990927458}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1988.4699672966985,True
xs0,groups3,simple,,"[0, 81, 162, 243, 324]",20.0,"{'thickness': 1.581799222522418, 'norm': 0.2608229162445515, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.17625387106090784, 'bg1': 0.10128284280654043, 'bg2': -0.008354191319085658}","{'thickness': 1.4557534813758415, 'norm': 5.805130370572242, 'temp': 300.0, 'p1': 13.92788644130404, 'cellulose': np.float64(0.9999991062925344), 'α': np.float64(8.937074655962792e-07), 'ext_l2': 0.0, 'ext_Gg2': 21.314664726445052, 'ext_L2': 4091.6235177261283, 'α0': 97.88477090193405, 'β0': 95.88444022517861, 'bg0': -0.5780570623464882, 'bg1': 0.5171111534582451, 'bg2': -0.8147120588691905}","{'thickness': 0.40487635352159296, 'norm': 5.847739099328563, 'temp': 0, 'p1': 328054.69781218027, 'cellulose': 0.29324297112950276, 'α': 0.2931846702419434, 'ext_l2': 0, 'ext_Gg2': 115760139526.49947, 'ext_L2': 21909340298232.02, 'α0': 12168670.924175154, 'β0': 6991954.446411195, 'bg0': 15.026265632489693, 'bg1': 3.6278362256247574, 'bg2': 15.52801750582946}",196.59020052163083,True
xs0,groups3,simple,,"[0, 70, 140, 210, 280]",130.0,"{'thickness': 1.8167946389933465, 'norm': 0.4022036135858863, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0002126903273165226, 'bg1': -0.0008152304217219353, 'bg2': 0.0023619671119377017}","{'thickness': 2.012598671450722, 'norm': 0.6822522467273445, 'temp': 300.0, 'p1': -4.130817458616773, 'cellulose': np.float64(0.01581558481665389), 'α': np.float64(0.9841844151833461), 'ext_l2': 0.0, 'ext_Gg2': 33.13568801181277, 'ext_L2': 3203.291405192543, 'α0': 6.150942595412973, 'β0': 5.726270241199676, 'bg0': 0.001193947158753872, 'bg1': -0.024358173832297325, 'bg2': 0.0799294690368697}","{'thickness': 0.6041638629248354, 'norm': 0.9737586328604142, 'temp': 0, 'p1': 9.2254868245711, 'cellulose': 0.14359887377663946, 'α': 0.14359886467684724, 'ext_l2': 0, 'ext_Gg2': 543920.6140476149, 'ext_L2': 52617481.57834064, 'α0': 10.603578602101615, 'β0': 5.719375063797464, 'bg0': 0.00938353884467707, 'bg1': 0.01856504987011694, 'bg2': 0.06293035338676002}",1383.3127803420684,True
xs0,groups3,simple,,"[0, 75, 150, 225, 300]",140.0,"{'thickness': 3.756558560634459, 'norm': 0.10000010496401954, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.979060471057892e-09, 'bg1': 9.313225746154785e-10, 'bg2': 4.6566128730773926e-09}","{'thickness': 1.795927097147692, 'norm': 9.98377805640302, 'temp': 300.0, 'p1': 13.563878361323603, 'cellulose': np.float64(0.9999987138787442), 'α': np.float64(1.2861212558444605e-06), 'ext_l2': 0.0, 'ext_Gg2': 4031.7363990175113, 'ext_L2': 538278.4818655554, 'α0': 47.816292810187555, 'β0': 93.2627484629918, 'bg0': 1.979060471057892e-09, 'bg1': 0.01627035334240645, 'bg2': -6.484333425760269e-08}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1599.1655709575857,True
xs0,groups3,simple,,"[0, 61, 122, 183, 244]",220.0,"{'thickness': 2.3137237884104676, 'norm': 0.4747289871877697, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00018564134370535612, 'bg1': -0.00013955298345535994, 'bg2': -0.0001929301070049405}","{'thickness': 2.017778793985593, 'norm': 0.900420051032138, 'temp': 300.0, 'p1': -3.397619987844669, 'cellulose': np.float64(0.03236992880537219), 'α': np.float64(0.9676300711946277), 'ext_l2': 0.0, 'ext_Gg2': 27.12987292977087, 'ext_L2': 53.74188627471632, 'α0': 0.3851236660831055, 'β0': 5.16465712975316, 'bg0': -0.00018564146012067795, 'bg1': -0.00013955298345535994, 'bg2': -0.0001929301070049405}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",2145.667657000301,True
xs0,groups3,simple,,"[0, 62, 124, 186, 248]",210.0,"{'thickness': 1.1640964674657877, 'norm': 0.16821302796412965, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0004330273950472474, 'bg1': -0.00022906064987182617, 'bg2': -0.0003773351199924946}","{'thickness': 0.9631266051390169, 'norm': 1.2216455150899952, 'temp': 300.0, 'p1': 2.4049805267793047, 'cellulose': np.float64(0.9172063059709359), 'α': np.float64(0.08279369402906414), 'ext_l2': 0.0, 'ext_Gg2': 623.6845280200642, 'ext_L2': 56757.76586258635, 'α0': 5.089414818365853, 'β0': 29.561680077606457, 'bg0': 0.0004330161027610302, 'bg1': -0.00022902479395270348, 'bg2': -0.00037744385190308094}","{'thickness': 0.784386773194026, 'norm': 1.5715391158443577, 'temp': 0, 'p1': 8.696023338585212, 'cellulose': 0.6603664290640903, 'α': 0.6603664324316032, 'ext_l2': 0, 'ext_Gg2': 213186456101.34775, 'ext_L2': 19403750907863.22, 'α0': 148.422468182776, 'β0': 8265.410960979452, 'bg0': 621739493.6014876, 'bg1': 379491870.1116719, 'bg2': 114495705.67837612}",2152.2429648391044,True
xs0,groups3,simple,,"[0, 74, 148, 222, 296]",90.0,"{'thickness': 3.845850787652031, 'norm': 1.6395731783688836, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.07146845117677003, 'bg1': -0.1163597849663347, 'bg2': 0.1309315989492461}","{'thickness': 1.769839435786581, 'norm': 9.999644408075051, 'temp': 300.0, 'p1': 7.797640174030221, 'cellulose': np.float64(0.9995894655837426), 'α': np.float64(0.0004105344162573382), 'ext_l2': 0.0, 'ext_Gg2': 17.635624073223944, 'ext_L2': 310270.8727418154, 'α0': 291.0765945201283, 'β0': 1.024438656595301, 'bg0': 0.07146719167940319, 'bg1': -0.1163597849663347, 'bg2': 0.1309315989492461}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1648.5323888233945,True
xs0,groups3,simple,,"[0, 80, 160, 240, 320, 400]",10.0,"{'thickness': 1.8737127704199488, 'norm': 0.4102542720811342, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0004547317512333393, 'bg1': -0.0009039475116878748, 'bg2': 0.0014937486266717315}","{'thickness': 1.6239068379809998, 'norm': 0.7243178657066571, 'temp': 300.0, 'p1': -2.5491090670190175, 'cellulose': np.float64(0.0724863618370808), 'α': np.float64(0.9275136381629191), 'ext_l2': 0.0, 'ext_Gg2': 0.06859408248849341, 'ext_L2': 1877.062441307975, 'α0': 1.074842376487075, 'β0': 2.4435858172665363, 'bg0': -0.0004547326825559139, 'bg1': -0.0009039497235789895, 'bg2': 0.0014937486266717315}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",64.39531536749757,True
xs0,groups3,simple,,"[0, 69, 138, 207, 276, 345]",130.0,"{'thickness': 3.396944194293872, 'norm': 0.10019671149130921, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.031201400444842875, 'bg1': 0.03939050843473524, 'bg2': -0.05523568345233798}","{'thickness': 4.570281406308726, 'norm': 1.244658037614781, 'temp': 300.0, 'p1': -9.20687401430991, 'cellulose': np.float64(0.00010033716868550717), 'α': np.float64(0.9998996628313145), 'ext_l2': 0.0, 'ext_Gg2': 8145.483165964787, 'ext_L2': 137338.9838674186, 'α0': 1813.1737233941142, 'β0': 1376.4458913682877, 'bg0': -0.007837922079488635, 'bg1': 0.012636349303647876, 'bg2': -0.055262816371396184}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",3518.436388613965,True
xs0,groups3,simple,,"[0, 74, 148, 222, 296, 370]",80.0,"{'thickness': 2.577543989629614, 'norm': 0.6553550183600795, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00025461858604103327, 'bg1': -0.00020640017464756966, 'bg2': -0.00019605038687586784}","{'thickness': 2.0378543515037895, 'norm': 2.174588964037432, 'temp': 300.0, 'p1': -1.3103810623071723, 'cellulose': np.float64(0.21242308559591735), 'α': np.float64(0.7875769144040826), 'ext_l2': 0.0, 'ext_Gg2': 50.16585913370897, 'ext_L2': 17798.583596594308, 'α0': 0.6393225084622013, 'β0': 1.7363049186514952, 'bg0': -0.00025460217148065567, 'bg1': -0.00020640017464756966, 'bg2': -0.0001960506197065115}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",868.9493774119712,True
xs0,groups3,simple,,"[0, 68, 136, 204, 272]",150.0,"{'thickness': 1.1314468624231357, 'norm': 0.12652950042506628, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0012341762194409966, 'bg1': -0.0008621024899184704, 'bg2': -0.0014343825168907642}","{'thickness': 2.3246007332076464, 'norm': 1.1611978528501081, 'temp': 300.0, 'p1': -4.415886790573202, 'cellulose': np.float64(0.011939557912266233), 'α': np.float64(0.9880604420877337), 'ext_l2': 0.0, 'ext_Gg2': 1.9058612730887825, 'ext_L2': 5.925529414196884, 'α0': 12.886594381887546, 'β0': 1.5294554974459063, 'bg0': -0.0012341762194409966, 'bg1': -0.0008621024899184704, 'bg2': -0.0014343825168907642}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1535.5383513950292,True
xs0,groups3,simple,,"[0, 76, 152, 228, 304, 380]",60.0,"{'thickness': 3.840006492936856, 'norm': 1.6304186271241294, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 4.313417466706596, 'bg1': -1.0871419582981616, 'bg2': -4.238651935826056}","{'thickness': 3.604217576060638, 'norm': 4.878285574413294, 'temp': 300.0, 'p1': -4.726726528799425, 'cellulose': np.float64(0.008777681597379948), 'α': np.float64(0.99122231840262), 'ext_l2': 0.0, 'ext_Gg2': 0.11573851241841737, 'ext_L2': 590.4592790970664, 'α0': 0.21190694748503347, 'β0': 1.5294743584917438, 'bg0': 4.3064468073425815, 'bg1': -1.0911900158971548, 'bg2': -4.25061243888922}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",713.8149835058985,True
xs0,groups3,simple,,"[0, 73, 146, 219, 292, 365]",90.0,"{'thickness': 1.753098588839537, 'norm': 0.2256312933599457, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.632142812013626e-07, 'bg1': 8.882489055395126e-08, 'bg2': 2.993037924170494e-07}","{'thickness': 1.7240254712532748, 'norm': 0.5511321648558254, 'temp': 300.0, 'p1': -3.565693063250695, 'cellulose': np.float64(0.027499759509705457), 'α': np.float64(0.9725002404902946), 'ext_l2': 0.0, 'ext_Gg2': 7.646485862266017, 'ext_L2': 262.5057719983226, 'α0': 0.49772805713686336, 'β0': 29.953018788244293, 'bg0': 1.632142812013626e-07, 'bg1': 8.905772119760513e-08, 'bg2': 2.993037924170494e-07}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1196.4418574321387,True
xs0,groups3,simple,,"[0, 79, 158, 237, 316]",40.0,"{'thickness': 4.969478880431843, 'norm': 2.416251991760511, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.06109437777195126, 'bg1': -0.04656202206388116, 'bg2': 0.12913838354870677}","{'thickness': 4.969479355957926, 'norm': 9.993346759792978, 'temp': 300.0, 'p1': -2.5477509758277197, 'cellulose': np.float64(0.0725777221751742), 'α': np.float64(0.9274222778248259), 'ext_l2': 0.0, 'ext_Gg2': 3687.763371043388, 'ext_L2': 100000.25639341692, 'α0': 70.6604755297414, 'β0': 2.205995881179958, 'bg0': 0.058251778478734195, 'bg1': -0.05793966318015009, 'bg2': 0.12913850683253258}","{'thickness': 7.496769526255071, 'norm': 84.64951234936177, 'temp': 0, 'p1': 2.6420423194711504, 'cellulose': 0.17783638758390735, 'α': 0.17783638758390735, 'ext_l2': 0, 'ext_Gg2': 16262.691246040189, 'ext_L2': 21.626557900386178, 'α0': 61165.29602425722, 'β0': 2.949473159753222, 'bg0': 0.14933871834704002, 'bg1': 1.6686048830561566e-06, 'bg2': 0.22883520888139353}",354.9914726783891,True
xs0,groups3,simple,,"[0, 63, 126, 189, 252]",200.0,"{'thickness': 2.027201365611513, 'norm': 0.5367801028683493, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.002168605220504105, 'bg1': -0.002018407918512821, 'bg2': -0.0006705448031425476}","{'thickness': 2.0825145140006374, 'norm': 1.422942805846911, 'temp': 300.0, 'p1': -2.315674028284233, 'cellulose': np.float64(0.08983313734352405), 'α': np.float64(0.910166862656476), 'ext_l2': 0.0, 'ext_Gg2': 437.87982165486517, 'ext_L2': 1622.1838613867944, 'α0': 3.540424232919502, 'β0': 1.5524886746068707, 'bg0': -0.0021685274550691247, 'bg1': -0.0020181802101433277, 'bg2': -0.0006705448031425476}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",10178.861112797405,True
xs0,groups3,simple,,"[0, 64, 128, 192, 256, 320]",180.0,"{'thickness': 4.999989635752295, 'norm': 2.2904310607580878, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.16699096548836678, 'bg1': -0.03356164856813848, 'bg2': -0.14559718745294958}","{'thickness': 4.999999795893579, 'norm': 0.20785823882974486, 'temp': 300.0, 'p1': 13.921143925082959, 'cellulose': np.float64(0.9999991002463424), 'α': np.float64(8.997536576263719e-07), 'ext_l2': 0.0, 'ext_Gg2': 3134.854213840291, 'ext_L2': 299796.46583404153, 'α0': 6.472191575023541, 'β0': 769.8553851618334, 'bg0': 0.4360085128573701, 'bg1': -0.17667544190771878, 'bg2': -0.12782966054510325}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",2043.3361577261787,True
xs0,groups3,simple,,"[0, 72, 144, 216, 288, 360]",100.0,"{'thickness': 4.937746649128477, 'norm': 2.6024503724008334, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.13581819157116115, 'bg1': -0.06655348837375641, 'bg2': 0.021580235101282597}","{'thickness': 4.4436401087371165, 'norm': 5.102021807216641, 'temp': 300.0, 'p1': -10.575564355052798, 'cellulose': np.float64(2.553169626025296e-05), 'α': np.float64(0.9999744683037397), 'ext_l2': 0.0, 'ext_Gg2': 52.89157524144994, 'ext_L2': 9020.01351748688, 'α0': 0.7702208024942445, 'β0': 0.7511894478145031, 'bg0': -0.2964239300927147, 'bg1': 0.04114278557244688, 'bg2': 0.43445050553418696}","{'thickness': 2.413889240238419, 'norm': 16.935106367025153, 'temp': 0, 'p1': 3718.0198532148634, 'cellulose': 0.0949249301530659, 'α': 0.09492758886067851, 'ext_l2': 0, 'ext_Gg2': 1117530447.5509005, 'ext_L2': 166457774909.45065, 'α0': 0.7607982510416633, 'β0': 1.2597142448501266, 'bg0': 1.2973265465996329, 'bg1': 0.41250000036391454, 'bg2': 0.9745332570356074}",1082.0842518085622,True
xs0,groups3,simple,,"[0, 65, 130, 195, 260, 325]",150.0,"{'thickness': 1.9740930844124283, 'norm': 0.5136214596895796, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0023358151083812118, 'bg1': -0.0018136746948584914, 'bg2': -0.00214744103141129}","{'thickness': 1.8746380887618201, 'norm': 0.6633721983409577, 'temp': 300.0, 'p1': -4.146376341597609, 'cellulose': np.float64(0.015575219379367131), 'α': np.float64(0.9844247806206329), 'ext_l2': 0.0, 'ext_Gg2': 6.941142491720953, 'ext_L2': 636.2906315076078, 'α0': 27.5223290860763, 'β0': 8.603080682454799, 'bg0': -0.0023358151083812118, 'bg1': -0.0018136746948584914, 'bg2': -0.00214744103141129}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1724.37064099939,True
xs0,groups3,simple,,"[0, 78, 156, 234, 312, 390]",40.0,"{'thickness': 2.718967914581934, 'norm': 0.4818121165282735, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.003403193550184369, 'bg1': 0.005943489260971546, 'bg2': -0.01482692442368716}","{'thickness': 1.8673987133385332, 'norm': 9.559507803734355, 'temp': 300.0, 'p1': 6.79066279570031, 'cellulose': np.float64(0.9988770390622078), 'α': np.float64(0.0011229609377921886), 'ext_l2': 0.0, 'ext_Gg2': 1744.7098099957598, 'ext_L2': 175800.1606373959, 'α0': 37.45352499292041, 'β0': 52.9094690059387, 'bg0': -0.0251550511457026, 'bg1': -0.04101199214346707, 'bg2': 0.18810619844589382}","{'thickness': 5.724859994889503, 'norm': 158.49045780573562, 'temp': 0, 'p1': 1630.3443343424156, 'cellulose': 1.8287571712072948, 'α': 1.8287570698895932, 'ext_l2': 0, 'ext_Gg2': 1240066888.2557397, 'ext_L2': 123699919370.76323, 'α0': 44297.2997129662, 'β0': 165680.73703349507, 'bg0': 5.035805815747544, 'bg1': 1.3827618692562733, 'bg2': 4.602926422486841}",615.135189826816,True
xs0,groups3,simple,,"[0, 68, 136, 204, 272, 340]",140.0,"{'thickness': 4.984150559483533, 'norm': 3.371636822507521, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.09418435208499432, 'bg1': -0.024610996595583856, 'bg2': -0.020209027105011046}","{'thickness': 4.44095441711352, 'norm': 8.258200613295744, 'temp': 300.0, 'p1': -3.69794074880906, 'cellulose': np.float64(0.02417555383984279), 'α': np.float64(0.9758244461601572), 'ext_l2': 0.0, 'ext_Gg2': 10.262411891650004, 'ext_L2': 15394.443050594675, 'α0': 0.3565046609360164, 'β0': 0.8003123652009608, 'bg0': 0.09180311707314104, 'bg1': -0.0374623954994604, 'bg2': 0.007761816494166851}","{'thickness': 4.5323505147989816e-05, 'norm': 36.4493380577297, 'temp': 0, 'p1': 15.370433036770903, 'cellulose': 0.36260536813635735, 'α': 0.36260539426579474, 'ext_l2': 0, 'ext_Gg2': 404262.4527215842, 'ext_L2': 604149739.2348883, 'α0': 0.33017342456261667, 'β0': 0.7048368775901038, 'bg0': 1.3193335639596344, 'bg1': 0.40438091673965754, 'bg2': 1.0794407864209659}",1441.6208831080382,True
xs0,groups3,simple,,"[0, 78, 156, 234, 312, 390]",20.0,"{'thickness': 3.229752273296287, 'norm': 1.3841640952698606, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0014440460363402963, 'bg1': -0.00039627624209970236, 'bg2': -0.0037869251100346446}","{'thickness': 2.830516174768837, 'norm': 9.342262082517966, 'temp': 300.0, 'p1': -1.1754448008828078, 'cellulose': np.float64(0.23587222142241993), 'α': np.float64(0.7641277785775801), 'ext_l2': 0.0, 'ext_Gg2': 0.007203980250669595, 'ext_L2': 35109.00738630207, 'α0': 14.885831674849461, 'β0': 31.032411551105838, 'bg0': -0.0014440460363402963, 'bg1': -0.00039627624209970236, 'bg2': -0.0037865457125008106}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",193.68485109815737,True
xs0,groups3,simple,,"[0, 74, 148, 222, 296, 370]",60.0,"{'thickness': 4.801516979960003, 'norm': 2.933877703620503, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -2.3322878405451775e-05, 'bg1': 0.0008027222938835621, 'bg2': -0.0024043708108365536}","{'thickness': 4.199100802731652, 'norm': 4.423134418974906, 'temp': 300.0, 'p1': -3.9875059767077072, 'cellulose': np.float64(0.01820822236029315), 'α': np.float64(0.9817917776397068), 'ext_l2': 0.0, 'ext_Gg2': 757.8360193575506, 'ext_L2': 75836.60439428542, 'α0': 11.703689754889206, 'β0': 1.693028534433624, 'bg0': -0.0012578231981024146, 'bg1': 0.00016005884390324354, 'bg2': -0.004741143900901079}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1569.1729786173184,True
