xs,groups,filter_type,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success,error
xs0,groups3,poisson,"[7, 204, 236, 316, 340, 403, 462, 486, 560, 618, 671, 779, 821, 865, 905, 957, 1004, 1034, 1069, 1105, 1216, 1283, 1366, 1538, 1596, 1781, 1837, 1879, 1904, 1937, 2021, 2113, 2167, 2225, 2281, 2447, 2485, 2521, 2550, 2608, 2640, 2672, 2706, 2800, 2832, 2958, 3013, 3093, 3152, 3234, 3311, 3390, 3436, 3468, 3530, 3735, 3763, 3822, 3854, 3936, 4121, 4154, 4216, 4256, 4299, 4321, 4357, 4430, 4463, 4525, 4573, 4656, 4704, 4769]",210.0,"{'thickness': 0.04596734662261265, 'norm': 0.11197706213748394, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.000323836924508214, 'bg1': 0.00039818277582526207, 'bg2': -0.001844584010541439}","{'thickness': 0.07015102479377727, 'norm': 0.11312506603013857, 'temp': 300.0, 'p1': -7.972764213390359, 'cellulose': np.float64(0.00034460598062251955), 'α': np.float64(0.9996553940193775), 'ext_l2': 0.0, 'ext_Gg2': 1717.786577065104, 'ext_L2': 171575.20192606762, 'α0': 5.350130209045411, 'β0': 42.49170914538053, 'bg0': 0.00018852343782782555, 'bg1': 0.0005038573872298002, 'bg2': -0.0028396600391715765}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",537.2684675374004,True,
xs0,groups3,poisson,"[11, 35, 115, 167, 211, 286, 377, 434, 510, 555, 589, 637, 688, 770, 800, 869, 898, 955, 977, 1001, 1055, 1209, 1270, 1332, 1409, 1454, 1490, 1514, 1556, 1706, 1728, 1772, 1855, 1877, 1957, 1996, 2043, 2095, 2188, 2362, 2467, 2513, 2668, 2780, 2877, 3012, 3064, 3176, 3316, 3414, 3480, 3502, 3574, 3686, 3750, 3785, 3843, 4114, 4188, 4341, 4399, 4541, 4616, 4689, 4731, 4780, 4848, 4871, 4894, 4965]",210.0,"{'thickness': 0.04674196094193395, 'norm': 0.12983021969280778, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0013827772345393896, 'bg1': 0.002362953848205507, 'bg2': -0.00954468350391835}","{'thickness': 0.19030119372835275, 'norm': 0.1212327484746732, 'temp': 300.0, 'p1': -3.845577232013122, 'cellulose': np.float64(0.020926770162380114), 'α': np.float64(0.97907322983762), 'ext_l2': 0.0, 'ext_Gg2': 2787.6008368435478, 'ext_L2': 366792.3735164469, 'α0': 7.401646957629226, 'β0': 88.29507688635579, 'bg0': 0.003026934224180877, 'bg1': 0.0184203137177974, 'bg2': -0.029215670889243484}","{'thickness': 2.3286977038746324, 'norm': 1.385597971741939, 'temp': 0, 'p1': 312.8443154791136, 'cellulose': 6.409817246662953, 'α': 6.409817473957027, 'ext_l2': 0, 'ext_Gg2': 8163938476.251146, 'ext_L2': 1074097464416.5872, 'α0': 44.714751932251104, 'β0': 424795.76857756934, 'bg0': 1.0377951007952352e-07, 'bg1': 0.23784909648615277, 'bg2': 1.2212542280911833}",881.7519010584684,True,
xs0,groups3,poisson,"[6, 101, 133, 160, 200, 217, 231, 249, 286, 308, 368, 393, 701, 774, 795, 893, 1010, 1144, 1166, 1226, 1396, 1440, 1570, 1613, 1666, 1711, 1753, 1821, 1874, 1896, 1965, 1990, 2007, 2032, 2047, 2083, 2108, 2205, 2231, 2255, 2269, 2419, 2485, 2576, 2675, 2916, 2949, 3007, 3073, 3264, 3293, 3307, 3370, 3489, 3526, 3572, 3642, 3836, 4110, 4238, 4269, 4283, 4353, 4436, 4457, 4479, 4507, 4775, 4842, 4859, 4940, 4966, 4981]",130.0,"{'thickness': 0.024419505813004228, 'norm': 0.13374368465269473, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.00620799302123487, 'bg1': -0.00549719191621989, 'bg2': 0.013559262151829898}","{'thickness': 0.04312985656126145, 'norm': 0.12947898203090638, 'temp': 300.0, 'p1': -3.5749745060274503, 'cellulose': np.float64(0.02725262660526769), 'α': np.float64(0.9727473733947323), 'ext_l2': 0.0, 'ext_Gg2': 3232.5415086384023, 'ext_L2': 268112.2531589488, 'α0': 244.34240116646455, 'β0': 257.33824252433806, 'bg0': 0.0033860212424769998, 'bg1': -0.006070940289646387, 'bg2': 0.005867902422323823}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",697.1225877206741,True,
xs0,groups3,poisson,"[88, 127, 143, 192, 237, 271, 353, 387, 406, 429, 558, 604, 653, 691, 730, 783, 824, 845, 884, 973, 1135, 1177, 1233, 1263, 1433, 1486, 1550, 1618, 1639, 1684, 1782, 1853, 1919, 1982, 2013, 2063, 2305, 2349, 2390, 2445, 2471, 2537, 2550, 2568, 2670, 2786, 2802, 3050, 3139, 3277, 3392, 3448, 3537, 3561, 3628, 3688, 3731, 3769, 3969, 4072, 4089, 4105, 4119, 4156, 4259, 4297, 4318, 4336, 4413, 4428, 4615, 4826, 4845, 4939, 4959]",120.0,"{'thickness': 0.4397059219210364, 'norm': 0.1723456070867455, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.5359957242617384, 'bg1': 0.02118646039161831, 'bg2': -1.0585179982008412}","{'thickness': 0.4397059219210364, 'norm': 0.1723456070867455, 'temp': 300.0, 'p1': -3.565684070820076, 'cellulose': np.float64(0.027499999999999993), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 999.9999999999998, 'ext_L2': 99999.99999999997, 'α0': 3.6699999999998405, 'β0': 3.059999999999975, 'bg0': 0.5359957242617384, 'bg1': 0.02118646039161831, 'bg2': -1.0585179982008412}","{'thickness': 0.9855285647571027, 'norm': 0.27342485970409575, 'temp': 0, 'p1': 23.118366688376224, 'cellulose': 0.618271817576262, 'α': 0.6182718538060397, 'ext_l2': 0, 'ext_Gg2': 15004510887.474476, 'ext_L2': 1499425364564.2966, 'α0': 0.23215641570832377, 'β0': 8.609296647032608, 'bg0': 31.97219779074037, 'bg1': 8.41405016086123, 'bg2': 30.37522707422126}",2210.2224019994414,True,
xs0,groups3,poisson,"[47, 99, 142, 182, 250, 299, 471, 579, 603, 675, 715, 750, 864, 926, 1004, 1067, 1099, 1134, 1178, 1279, 1452, 1479, 1633, 1683, 1736, 1830, 1876, 1912, 2107, 2261, 2305, 2430, 2537, 2579, 2651, 2686, 2755, 2794, 2829, 3059, 3105, 3136, 3179, 3241, 3339, 3415, 3439, 3461, 3529, 3561, 3622, 3651, 3736, 3781, 3837, 3938, 3961, 3989, 4159, 4218, 4306, 4407, 4463, 4594, 4629, 4658, 4819, 4856, 4906, 4936, 4978]",200.0,"{'thickness': 0.041914982508635124, 'norm': 0.1289842008624037, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.004444390186108649, 'bg1': -0.006409389432519674, 'bg2': 0.02183962718117982}","{'thickness': 0.05966023096161649, 'norm': 0.1256614904261152, 'temp': 300.0, 'p1': -10.356794039336194, 'cellulose': np.float64(3.177515652057842e-05), 'α': np.float64(0.9999682248434795), 'ext_l2': 0.0, 'ext_Gg2': 3212.3435278235734, 'ext_L2': 251991.7699642022, 'α0': 109.84694299894795, 'β0': 47.210866572038654, 'bg0': -0.0007923347875475883, 'bg1': -0.002630815841257572, 'bg2': -0.009175200015306473}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",3357.3724242544117,True,
xs0,groups3,poisson,"[104, 148, 365, 469, 623, 766, 991, 1194, 1431, 1503, 1526, 1567, 1596, 1613, 1663, 1714, 1742, 1776, 1872, 1920, 2051, 2160, 2212, 2261, 2359, 2430, 2464, 2518, 2542, 2591, 2647, 2720, 2743, 2798, 2853, 2870, 2895, 2943, 3011, 3072, 3103, 3121, 3139, 3165, 3238, 3259, 3297, 3328, 3412, 3453, 3502, 3528, 3551, 3600, 3675, 3715, 3754, 3857, 3889, 3992, 4010, 4063, 4114, 4201, 4417, 4483, 4562, 4670, 4692, 4839, 4976]",160.0,"{'thickness': 0.07847049627917602, 'norm': 0.12672494969540873, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00012279883958399296, 'bg1': -6.294087506830692e-05, 'bg2': -0.0002657227450981736}","{'thickness': 0.0920350709123019, 'norm': 0.12265308958653962, 'temp': 300.0, 'p1': -7.644705134750177, 'cellulose': np.float64(0.0004783424823895295), 'α': np.float64(0.9995216575176106), 'ext_l2': 0.0, 'ext_Gg2': 2379.833707080272, 'ext_L2': 208736.0791532375, 'α0': 65.8211618772106, 'β0': 31.031396373095227, 'bg0': -0.00012279883958399296, 'bg1': -6.294087506830692e-05, 'bg2': -0.0002657227450981736}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",434.62908767527574,True,
xs0,groups3,poisson,"[86, 212, 316, 426, 456, 503, 557, 612, 729, 841, 921, 1002, 1061, 1170, 1254, 1308, 1424, 1533, 1571, 1618, 1644, 1743, 1770, 1848, 1987, 2044, 2071, 2097, 2166, 2210, 2268, 2317, 2345, 2372, 2406, 2524, 2550, 2685, 2759, 2867, 2913, 2971, 3038, 3068, 3142, 3211, 3255, 3301, 3342, 3392, 3418, 3443, 3531, 3616, 3673, 3803, 3833, 3880, 3907, 3958, 4040, 4068, 4204, 4250, 4365, 4449, 4481, 4594, 4633, 4738, 4766, 4882, 4914]",240.0,"{'thickness': 0.07398564868450169, 'norm': 0.12854568985769424, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0003186840331181884, 'bg1': -2.2303429432213306e-05, 'bg2': -0.001211879076436162}","{'thickness': 0.22215768295820643, 'norm': 0.13692006857666816, 'temp': 300.0, 'p1': -7.612021521077099, 'cellulose': np.float64(0.0004942268823842539), 'α': np.float64(0.9995057731176157), 'ext_l2': 0.0, 'ext_Gg2': 2984.0603914101025, 'ext_L2': 298596.10014065076, 'α0': 3.67732448487209, 'β0': 3.4537566994255666, 'bg0': -0.0003186840331181884, 'bg1': -2.2303429432213306e-05, 'bg2': -0.001211879076436162}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",596.5025427938849,True,
xs0,groups3,poisson,"[48, 160, 208, 310, 370, 408, 460, 554, 601, 722, 761, 905, 945, 1041, 1146, 1175, 1283, 1371, 1396, 1449, 1511, 1557, 1586, 1613, 1759, 1795, 1840, 1864, 1944, 2032, 2071, 2120, 2217, 2279, 2347, 2382, 2456, 2502, 2548, 2580, 2721, 2784, 2808, 2925, 2994, 3116, 3142, 3230, 3266, 3315, 3362, 3391, 3461, 3515, 3641, 3688, 3723, 3779, 3809, 3976, 4057, 4094, 4149, 4266, 4431, 4491, 4610, 4641, 4716, 4753, 4802, 4825, 4896, 4932]",210.0,"{'thickness': 1.991795617328762e-11, 'norm': 0.12156241133023925, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.991795617328762e-11, 'norm': 0.12156241133023925, 'temp': 300.0, 'p1': -3.565684070820076, 'cellulose': np.float64(0.027499999999999993), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 999.9999999999998, 'ext_L2': 99999.99999999997, 'α0': 3.6699999999998405, 'β0': 3.059999999999975, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 0.024681717142564532, 'norm': 376849627.2536023, 'temp': 0, 'p1': 2413874429.929726, 'cellulose': 64556054.124009535, 'α': 64556057.90689501, 'ext_l2': 0, 'ext_Gg2': 1.145690162904847e+28, 'ext_L2': 1.145690162904847e+30, 'α0': 22717155554.79562, 'β0': 23692195574.45918, 'bg0': 429033729.5425544, 'bg1': 0.024211687312470302, 'bg2': 0.06873652170714366}",214.63280591803365,True,
xs0,groups3,poisson,"[26, 75, 212, 273, 307, 354, 386, 431, 470, 528, 584, 641, 679, 774, 863, 894, 987, 1110, 1142, 1223, 1281, 1399, 1490, 1696, 1717, 1774, 1864, 1926, 2056, 2241, 2290, 2341, 2460, 2572, 2601, 2626, 2680, 2710, 2810, 2869, 2902, 2932, 2995, 3014, 3052, 3252, 3372, 3396, 3502, 3596, 3733, 3765, 3788, 3842, 3898, 3959, 4006, 4070, 4114, 4141, 4226, 4262, 4301, 4411, 4451, 4512, 4551, 4595, 4632, 4670, 4706, 4738, 4782, 4943]",180.0,"{'thickness': 0.02280250236900705, 'norm': 0.11527764280770952, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0008933041244745255, 'bg1': -0.00010185455903410912, 'bg2': -0.001243435894139111}","{'thickness': 0.03382293663977326, 'norm': 0.11493274391052663, 'temp': 300.0, 'p1': -6.622220048895945, 'cellulose': np.float64(0.0013287061383690014), 'α': np.float64(0.998671293861631), 'ext_l2': 0.0, 'ext_Gg2': 2677.687956286876, 'ext_L2': 56059.08381899827, 'α0': 56.42462580684633, 'β0': 72.99895415619721, 'bg0': 0.0010967986891046166, 'bg1': 0.0006738632218912244, 'bg2': -0.0012434340314939618}","{'thickness': 18.504718590116266, 'norm': 52.09216759980319, 'temp': 0, 'p1': 21597.396048863902, 'cellulose': 28.658463309255254, 'α': 28.658462787207025, 'ext_l2': 0, 'ext_Gg2': 0.6554059500684728, 'ext_L2': 1454618.0826006182, 'α0': 11373.886397766251, 'β0': 42800.214438069954, 'bg0': 59.09653174553999, 'bg1': 0.15541324967059525, 'bg2': 0.7830358190454902}",295.06273879348885,True,
xs0,groups3,poisson,"[52, 69, 106, 156, 185, 199, 207, 273, 349, 391, 415, 444, 484, 501, 587, 695, 717, 735, 918, 936, 1116, 1298, 1384, 1429, 1494, 1699, 1798, 1954, 2003, 2054, 2105, 2216, 2250, 2351, 2367, 2463, 2509, 2529, 2597, 2684, 2725, 2829, 2838, 2848, 2884, 2921, 2963, 3245, 3303, 3427, 3563, 3625, 3678, 3690, 3745, 3831, 3862, 3912, 4062, 4117, 4325, 4346, 4437, 4466, 4487, 4600, 4607, 4620, 4782, 4803, 4845, 4954]",60.0,"{'thickness': 0.2873966295856728, 'norm': 0.12314419197974155, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.004513962776400149, 'bg1': -0.005707835080102086, 'bg2': 0.05719546077307314}","{'thickness': 0.5062234504054506, 'norm': 0.15055677636130044, 'temp': 300.0, 'p1': -11.770759585508234, 'cellulose': np.float64(7.727174294499244e-06), 'α': np.float64(0.9999922728257055), 'ext_l2': 0.0, 'ext_Gg2': 3492.820739677428, 'ext_L2': 352697.65619951324, 'α0': 151.74102365127598, 'β0': 5.054131909825475, 'bg0': -0.0014212634414434433, 'bg1': 0.005243520485237241, 'bg2': -0.021917095291428268}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",273.91923110344504,True,
xs0,groups3,poisson,"[0, 25, 49, 219, 292, 377, 381, 606, 703, 814, 831, 837, 903, 990, 992, 1019, 1077, 1113, 1166, 1174, 1224, 1228, 1283, 1396, 1405, 1412, 1519, 1542, 1550, 1663, 1674, 1974, 1995, 2098, 2126, 2236, 2349, 2361, 2487, 2548, 2611, 2887, 2972, 3053, 3071, 3083, 3149, 3155, 3223, 3320, 3349, 3354, 3364, 3441, 3541, 3639, 3642, 3800, 3890, 3903, 3998, 4030, 4062, 4152, 4183, 4236, 4238, 4304, 4315, 4502, 4544, 4817, 4878, 4896, 4918]",10.0,"{'thickness': 1.4246550329983316, 'norm': 0.3797408436903562, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -9.33381961658597e-05, 'bg1': -0.00019823957700282335, 'bg2': 0.000528301578015089}","{'thickness': 1.2276812414970062, 'norm': 1.3560181765416397, 'temp': 300.0, 'p1': -0.13071553256769697, 'cellulose': np.float64(0.4673675682723798), 'α': np.float64(0.5326324317276202), 'ext_l2': 0.0, 'ext_Gg2': 0.03509033955684249, 'ext_L2': 2011.1100664649273, 'α0': 4.712420075502696, 'β0': 4.32618551486503, 'bg0': -9.333854541182518e-05, 'bg1': -0.00019823957700282335, 'bg2': 0.000528301578015089}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",82.75364665652198,True,
xs0,groups3,poisson,"[109, 124, 207, 328, 351, 367, 400, 438, 466, 531, 633, 745, 826, 867, 929, 984, 1024, 1126, 1153, 1198, 1302, 1354, 1369, 1431, 1447, 1559, 1584, 1655, 1728, 1757, 1804, 1862, 1924, 1980, 2097, 2250, 2291, 2344, 2361, 2462, 2482, 2520, 2560, 2639, 2690, 2708, 2770, 2904, 2919, 2983, 3026, 3059, 3206, 3251, 3305, 3412, 3428, 3475, 3560, 3584, 3633, 3678, 3738, 3781, 3821, 3993, 4205, 4302, 4441, 4459, 4602, 4712, 4894, 4924]",130.0,"{'thickness': 0.11992837003973772, 'norm': 0.1232451499597826, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0038719389121979475, 'bg1': -0.004269154975190759, 'bg2': 0.02262784622143954}","{'thickness': 0.29066723362398517, 'norm': 0.13259449057422307, 'temp': 300.0, 'p1': -13.835345705100398, 'cellulose': np.float64(9.803593140797911e-07), 'α': np.float64(0.9999990196406859), 'ext_l2': 0.0, 'ext_Gg2': 871.5541440907565, 'ext_L2': 96241.18527232412, 'α0': 499.5368273873864, 'β0': 172.38810183907012, 'bg0': 0.0017405494581907988, 'bg1': 0.01760826481040567, 'bg2': -0.03782882448285818}","{'thickness': 2.0246239006781406, 'norm': 0.6965333775908732, 'temp': 0, 'p1': 4590546.247558187, 'cellulose': 4.500380350014189, 'α': 4.4992057781026995, 'ext_l2': 0, 'ext_Gg2': 4427407096.548444, 'ext_L2': 488884244124.7887, 'α0': 5028817654913.251, 'β0': 1015013319.4238623, 'bg0': 0.43977411398956573, 'bg1': 0.14462466489377365, 'bg2': 0.6213158545513001}",2130.84751585064,True,
xs0,groups3,poisson,"[33, 80, 110, 157, 303, 325, 382, 472, 637, 795, 852, 930, 970, 1023, 1034, 1063, 1148, 1161, 1205, 1219, 1364, 1485, 1601, 1612, 1622, 1655, 1690, 1717, 1780, 1836, 1858, 1948, 1990, 2004, 2230, 2249, 2275, 2303, 2421, 2541, 2694, 2814, 2855, 2886, 2959, 3176, 3221, 3238, 3288, 3321, 3506, 3570, 3636, 3691, 3736, 3748, 3799, 3910, 4026, 4044, 4059, 4081, 4158, 4296, 4440, 4476, 4490, 4656, 4680, 4695, 4717, 4736, 4852, 4931]",90.0,"{'thickness': 0.1025628730677916, 'norm': 0.11709899505263824, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.01699926843866706, 'bg1': -0.003443729830905795, 'bg2': -0.013370108441449702}","{'thickness': 0.23527212656671403, 'norm': 0.11757448344346993, 'temp': 300.0, 'p1': -5.3166307496856255, 'cellulose': np.float64(0.004885283282115485), 'α': np.float64(0.9951147167178844), 'ext_l2': 0.0, 'ext_Gg2': 885.727625510232, 'ext_L2': 88702.90015378562, 'α0': 151.77716432728758, 'β0': 130.92968789388092, 'bg0': 0.01540167210623622, 'bg1': 0.005306238308548927, 'bg2': -0.012197994161397219}","{'thickness': 1.647677167140727, 'norm': 0.9435841700146849, 'temp': 0, 'p1': 1258.8012877562323, 'cellulose': 6.11955834679404, 'α': 6.119557809310171, 'ext_l2': 0, 'ext_Gg2': 10033156270.9382, 'ext_L2': 1002854916667.6837, 'α0': 82807332.23824216, 'β0': 9478896.265080828, 'bg0': 8.126260870918483e-07, 'bg1': 0.1153199403939513, 'bg2': 0.6528710874333101}",913.5860810416182,True,
xs0,groups3,poisson,"[10, 131, 162, 198, 409, 438, 469, 491, 558, 585, 652, 691, 811, 894, 930, 957, 1075, 1184, 1259, 1284, 1323, 1410, 1453, 1482, 1544, 1619, 1754, 1903, 1947, 2031, 2119, 2185, 2289, 2309, 2337, 2391, 2546, 2678, 2729, 2832, 2870, 3013, 3047, 3082, 3134, 3181, 3205, 3241, 3272, 3315, 3376, 3406, 3451, 3582, 3733, 3771, 3801, 3839, 4012, 4105, 4264, 4316, 4361, 4387, 4422, 4501, 4528, 4576, 4662, 4741, 4810, 4833, 4869, 4901, 4964]",190.0,"{'thickness': 9.888617702458191e-11, 'norm': 0.11873528553458457, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 0.0018745670819980687, 'norm': 0.11873506695818828, 'temp': 300.0, 'p1': 12.804541495134583, 'cellulose': np.float64(0.9999972517445884), 'α': np.float64(2.748255411566999e-06), 'ext_l2': 0.0, 'ext_Gg2': 1110.1504200554507, 'ext_L2': 111015.04200668793, 'α0': 9992.181150698905, 'β0': 2646.7784573922117, 'bg0': -2.480810508131981e-07, 'bg1': -1.0058283805847168e-07, 'bg2': -5.468027666211128e-07}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",3148.0180047717313,True,
xs0,groups3,poisson,"[146, 294, 332, 457, 519, 587, 616, 747, 849, 870, 1056, 1125, 1141, 1159, 1227, 1247, 1323, 1386, 1415, 1498, 1562, 1616, 1634, 1732, 1750, 1763, 1811, 1829, 1974, 2072, 2291, 2344, 2389, 2414, 2441, 2509, 2576, 2702, 2775, 2845, 2977, 3018, 3038, 3091, 3159, 3225, 3287, 3421, 3595, 3746, 3848, 3895, 3946, 3969, 3988, 4010, 4147, 4193, 4213, 4312, 4386, 4411, 4434, 4498, 4585, 4638, 4701, 4748, 4778, 4837, 4855, 4905]",120.0,"{'thickness': 0.24155270203502333, 'norm': 0.1373930610790979, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.012165064108558, 'bg1': -0.021052459138445556, 'bg2': 0.07726169971283525}","{'thickness': 0.6111821224712308, 'norm': 0.1906802579181498, 'temp': 300.0, 'p1': -13.87852078726494, 'cellulose': np.float64(9.389329874071751e-07), 'α': np.float64(0.9999990610670125), 'ext_l2': 0.0, 'ext_Gg2': 2536.073712820778, 'ext_L2': 299511.3673436806, 'α0': 161.8367558902684, 'β0': 1.8329227878022512, 'bg0': -0.004865412134677172, 'bg1': 0.006698188255541027, 'bg2': -0.022809908143244684}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",313.87518845023067,True,
